;PROCED;LATITUD;LONGITUD;REGION;PUERTO;ANO_REG;MES_REG;DIA_REG;FUNCION;EMBARC;CAPTURA_1;UNIDAD_1;CAPTURA_2;UNIDAD_2;DESTINO;ANO_ZAR;MES_ZAR;DIA_ZAR;HOR_ZAR;ANO_ARR;MES_ARR;DIA_ARR;HOR_ARR;PROF;HOR_BUC;ESFUERZO;CPUE;N_BUZOS;POLIGONO
759;8194;-41.805278;-73.729167;10;942;2019;4;29;E;609542;300;3;300;3;1;2019;4;29;830;2019;4;29;1054;35;100;1;300;1;2
760;8194;-41.805278;-73.729167;10;942;2019;5;26;E;614072;200;1;42;3;2;2019;5;26;1030;2019;5;26;1314;21;100;1;42;1;2
761;8194;-41.805278;-73.729167;10;942;2019;5;2;E;614319;300;1;73;3;2;2019;5;2;945;2019;5;2;1201;20;40;1;54.8;2;2
762;8194;-41.805278;-73.729167;10;942;2019;6;10;E;617622;200;3;200;3;1;2019;6;10;1100;2019;6;10;1415;25;100;2;100;2;2
763;8194;-41.805278;-73.729167;10;942;2019;2;6;E;614312;300;1;73;3;2;2019;2;6;645;2019;2;6;937;25;100;1;73;1;2
764;8194;-41.805278;-73.729167;10;942;2019;1;29;E;609542;800;1;194;3;2;2019;1;29;1330;2019;1;29;1552;38;30;1;388;1;2
765;8194;-41.805278;-73.729167;10;942;2019;3;26;E;614319;600;1;145;3;2;2019;3;26;745;2019;3;26;1225;32;100;2;72.5;2;2
766;8194;-41.805278;-73.729167;10;942;2019;7;5;E;609475;144;3;144;3;1;2019;7;5;1230;2019;7;5;1336;28;45;1;192;1;2
767;8194;-41.805278;-73.729167;10;942;2019;6;30;E;609542;550;1;112;3;2;2019;6;30;815;2019;6;30;1042;35;40;1;168;1;2
768;8194;-41.805278;-73.729167;10;942;2019;3;30;E;617622;217;3;217;3;1;2019;3;30;900;2019;3;30;1139;20;130;2;144.7;1;2
769;8194;-41.805278;-73.729167;10;942;2019;5;25;E;615080;317;3;317;3;1;2019;5;25;1030;2019;5;25;1244;18;100;1;317;1;2
770;8194;-41.805278;-73.729167;10;942;2019;5;26;E;614328;212;3;212;3;1;2019;5;26;1130;2019;5;26;1424;15;130;2;141.3;1;2
771;8194;-41.805278;-73.729167;10;942;2019;6;20;E;614336;45;3;45;3;1;2019;6;20;1300;2019;6;20;1510;18;35;1;77.1;1;2
772;8194;-41.805278;-73.729167;10;942;2019;4;15;E;614300;84;3;84;3;1;2019;4;15;1430;2019;4;15;1657;23;45;1;112;1;2
773;8194;-41.805278;-73.729167;10;942;2019;4;4;E;609554;110;3;110;3;1;2019;4;4;1230;2019;4;4;1410;18;100;1;110;1;2
774;8194;-41.805278;-73.729167;10;942;2019;6;28;E;616601;195;3;195;3;1;2019;6;28;800;2019;6;28;1017;18;100;1;195;1;2
775;8194;-41.805278;-73.729167;10;942;2019;2;15;E;610929;300;1;73;3;2;2019;2;15;915;2019;2;15;1120;28;40;1;109.5;1;2
776;8194;-41.805278;-73.729167;10;942;2019;5;27;E;608761;360;3;360;3;1;2019;5;27;1200;2019;5;27;1437;24;130;3;120;2;2
777;8194;-41.805278;-73.729167;10;942;2019;5;10;E;615044;132;3;132;3;1;2019;5;10;830;2019;5;10;1110;28;45;2;88;2;2
778;8194;-41.805278;-73.729167;10;942;2019;3;26;E;609507;222;3;222;3;1;2019;3;26;930;2019;3;26;1204;20;100;2;111;2;2
779;8194;-41.805278;-73.729167;10;942;2019;6;24;E;615090;173;3;173;3;1;2019;6;24;1030;2019;6;24;1228;20;40;1;129.8;2;2
780;8194;-41.805278;-73.729167;10;942;2019;7;7;E;618561;70;3;70;3;1;2019;7;7;830;2019;7;7;1101;31;30;1;140;1;2
781;8194;-41.805278;-73.729167;10;942;2019;4;15;E;611418;263;3;263;3;1;2019;4;15;1430;2019;4;15;1633;18;100;2;131.5;2;2
782;8194;-41.805278;-73.729167;10;942;2019;6;13;E;615092;81;3;81;3;1;2019;6;13;815;2019;6;13;1020;15;30;1;162;1;2
783;8194;-41.805278;-73.729167;10;942;2019;4;22;E;610928;500;1;106;3;2;2019;4;22;715;2019;4;22;934;32;35;1;181.7;1;2
784;8194;-41.805278;-73.729167;10;942;2019;4;16;E;615090;10;3;10;3;1;2019;4;16;900;2019;4;16;1125;12;100;2;5;2;2
785;8194;-41.805278;-73.729167;10;942;2019;3;30;E;614005;258;3;258;3;1;2019;3;30;900;2019;3;30;1128;17;50;2;154.8;2;2
786;8194;-41.805278;-73.729167;10;942;2019;5;23;E;614300;225;3;225;3;1;2019;5;23;800;2019;5;23;1030;18;50;2;135;2;2
787;8194;-41.805278;-73.729167;10;942;2019;5;13;E;614336;145;3;145;3;1;2019;5;13;1300;2019;5;13;1535;18;100;1;145;1;2
788;8194;-41.805278;-73.729167;10;942;2019;5;2;E;617614;84;3;84;3;1;2019;5;2;945;2019;5;2;1204;20;40;1;126;1;2
789;8194;-41.805278;-73.729167;10;942;2019;5;14;E;619362;70;3;70;3;1;2019;5;14;1430;2019;5;14;1644;15;40;1;105;1;2
790;8194;-41.805278;-73.729167;10;942;2019;6;25;E;618561;400;1;82;3;2;2019;6;25;1100;2019;6;25;1322;32;50;1;98.4;1;2
791;8194;-41.805278;-73.729167;10;942;2019;3;21;E;618561;63;3;63;3;1;2019;3;21;1215;2019;3;21;1445;28;100;1;63;1;2
792;8194;-41.805278;-73.729167;10;942;2019;4;30;E;614352;170;3;170;3;1;2019;4;30;900;2019;4;30;1104;22;100;2;85;2;2
793;8194;-41.805278;-73.729167;10;942;2019;3;22;E;609507;110;3;110;3;1;2019;3;22;800;2019;3;22;922;20;30;1;110;2;2
794;8194;-41.805278;-73.729167;10;942;2019;4;30;E;609507;235;3;235;3;1;2019;4;30;900;2019;4;30;1112;20;100;2;117.5;2;2
795;8194;-41.805278;-73.729167;10;942;2019;3;31;E;614352;158;3;158;3;1;2019;3;31;945;2019;3;31;1215;15;100;1;158;1;2
796;8194;-41.805278;-73.729167;10;942;2019;3;31;E;614288;265;3;265;3;1;2019;3;31;1000;2019;3;31;1203;20;45;2;176.7;2;2
797;8194;-41.805278;-73.729167;10;942;2019;3;18;E;614319;700;1;169;3;2;2019;3;18;1015;2019;3;18;1236;28;50;2;101.4;2;2
798;8194;-41.805278;-73.729167;10;942;2019;3;23;E;610928;500;1;121;3;2;2019;3;23;800;2019;3;23;1020;40;35;1;207.4;1;2
799;8194;-41.805278;-73.729167;10;942;2019;5;26;E;617614;395;3;395;3;1;2019;5;26;1100;2019;5;26;1402;36;100;1;395;1;2
800;8194;-41.805278;-73.729167;10;942;2019;6;14;E;614336;107;3;107;3;1;2019;6;14;900;2019;6;14;1052;18;40;1;160.5;1;2
801;8194;-41.805278;-73.729167;10;942;2019;4;23;E;609462;86;3;86;3;1;2019;4;23;1400;2019;4;23;1557;15;40;1;129;1;2
802;8194;-41.805278;-73.729167;10;942;2019;6;10;E;615090;250;3;250;3;1;2019;6;10;1100;2019;6;10;1343;18;130;3;83.3;2;2
803;8194;-41.805278;-73.729167;10;942;2019;5;22;E;615092;58;3;58;3;1;2019;5;22;730;2019;5;22;945;25;100;1;58;1;2
804;8194;-41.805278;-73.729167;10;942;2019;4;17;E;615832;100;3;100;3;1;2019;4;17;1030;2019;4;17;1222;25;50;1;120;1;2
805;8194;-41.805278;-73.729167;10;942;2019;6;6;E;615044;300;1;61;3;2;2019;6;6;1300;2019;6;6;1520;32;40;1;91.5;1;2
806;8194;-41.805278;-73.729167;10;942;2019;5;26;E;610928;238;3;238;3;1;2019;5;26;1100;2019;5;26;1325;20;100;2;119;2;2
807;8194;-41.805278;-73.729167;10;942;2019;4;10;E;614300;700;1;169;3;2;2019;4;10;800;2019;4;10;1026;30;40;1;253.5;1;2
808;8194;-41.805278;-73.729167;10;942;2019;5;14;E;614369;160;1;34;3;2;2019;5;14;830;2019;5;14;1040;19;100;1;34;1;2
809;8194;-41.805278;-73.729167;10;942;2019;6;13;E;615046;90;3;90;3;1;2019;6;13;800;2019;6;13;1010;24;35;1;154.3;1;2
810;8194;-41.805278;-73.729167;10;942;2019;5;25;E;617382;500;1;106;3;2;2019;5;25;1000;2019;5;25;1223;15;100;1;106;1;2
811;8194;-41.805278;-73.729167;10;942;2019;3;24;E;614369;91;3;91;3;1;2019;3;24;830;2019;3;24;1042;18;40;1;136.5;1;2
812;8194;-41.805278;-73.729167;10;942;2019;7;21;E;614319;850;1;173;3;2;2019;7;21;745;2019;7;21;1018;32;40;1;129.8;2;2
813;8194;-41.805278;-73.729167;10;942;2019;5;23;E;614332;145;3;145;3;1;2019;5;23;800;2019;5;23;1015;20;100;1;145;1;2
814;8194;-41.805278;-73.729167;10;942;2019;4;3;E;617614;226;3;226;3;1;2019;4;3;1100;2019;4;3;1315;28;45;2;150.7;2;2
815;8194;-41.805278;-73.729167;10;942;2019;2;25;E;614450;150;3;150;3;1;2019;2;25;1030;2019;2;25;1308;20;55;1;163.6;1;2
816;8194;-41.805278;-73.729167;10;942;2019;4;25;E;614009;206;3;206;3;1;2019;4;25;930;2019;4;25;1220;20;115;1;164.8;1;2
817;8194;-41.805278;-73.729167;10;942;2019;4;30;E;609542;250;1;61;3;2;2019;4;30;900;2019;4;30;1056;30;40;1;91.5;1;2
818;8194;-41.805278;-73.729167;10;942;2019;4;9;E;609475;300;1;73;3;2;2019;4;9;800;2019;4;9;922;30;20;1;109.5;2;2
819;8194;-41.805278;-73.729167;10;942;2019;7;7;E;610929;40;3;40;3;1;2019;7;7;815;2019;7;7;1048;25;40;1;60;1;2
820;8194;-41.805278;-73.729167;10;942;2019;3;31;E;614005;257;3;257;3;1;2019;3;31;945;2019;3;31;1206;17;100;2;128.5;2;2
821;8194;-41.805278;-73.729167;10;942;2019;5;14;E;614372;87;3;87;3;1;2019;5;14;1430;2019;5;14;1632;15;40;1;130.5;1;2
822;8194;-41.805278;-73.729167;10;942;2019;6;25;E;614328;182;3;182;3;1;2019;6;25;1115;2019;6;25;1352;18;100;1;182;1;2
823;8194;-41.805278;-73.729167;10;942;2019;3;8;E;614997;343;3;343;3;1;2019;3;8;800;2019;3;8;1059;35;100;1;343;1;2
824;8194;-41.805278;-73.729167;10;942;2019;3;23;E;614288;178;3;178;3;1;2019;3;23;745;2019;3;23;952;25;40;1;133.5;2;2
825;8194;-41.805278;-73.729167;10;942;2019;6;19;E;618561;380;1;78;3;2;2019;6;19;1200;2019;6;19;1438;28;50;1;93.6;1;2
826;8194;-41.805278;-73.729167;10;942;2019;4;24;E;616601;275;3;275;3;1;2019;4;24;900;2019;4;24;1115;20;100;1;275;1;2
827;8194;-41.805278;-73.729167;10;942;2019;6;13;E;615090;155;3;155;3;1;2019;6;13;830;2019;6;13;1018;17;45;2;103.3;2;2
828;8194;-41.805278;-73.729167;10;942;2019;5;8;E;609554;107;3;107;3;1;2019;5;8;800;2019;5;8;950;17;100;1;107;1;2
829;8194;-41.805278;-73.729167;10;942;2019;5;24;E;610929;200;1;42;3;2;2019;5;24;900;2019;5;24;1057;25;35;1;72;1;2
830;8194;-41.805278;-73.729167;10;942;2019;2;26;E;615005;1200;1;290;3;2;2019;2;26;1115;2019;2;26;1339;28;40;1;435;1;2
831;8194;-41.805278;-73.729167;10;942;2019;7;25;E;614381;154;3;154;3;1;2019;7;25;1130;2019;7;25;1355;18;100;2;77;2;2
832;8194;-41.805278;-73.729167;10;942;2019;4;30;E;614369;100;1;24;3;2;2019;4;30;845;2019;4;30;1114;20;100;1;24;1;2
833;8194;-41.805278;-73.729167;10;942;2019;4;1;E;609507;100;3;100;3;1;2019;4;1;1015;2019;4;1;1230;17;45;2;66.7;2;2
834;8194;-41.805278;-73.729167;10;942;2019;3;21;E;614005;265;3;265;3;1;2019;3;21;1215;2019;3;21;1440;18;50;2;159;2;2
835;8194;-41.805278;-73.729167;10;942;2019;7;2;E;616601;500;1;102;3;2;2019;7;2;1100;2019;7;2;1247;20;100;1;102;1;2
836;8194;-41.805278;-73.729167;10;942;2019;2;22;E;614140;350;1;85;3;2;2019;2;22;840;2019;2;22;1036;30;20;0;255;1;2
837;8194;-41.805278;-73.729167;10;942;2019;2;22;E;609542;59;3;59;3;1;2019;2;22;800;2019;2;22;1013;25;30;1;118;1;2
838;8194;-41.805278;-73.729167;10;942;2019;4;4;E;615090;150;3;150;3;1;2019;4;4;1145;2019;4;4;1400;15;40;1;112.5;2;2
839;8194;-41.805278;-73.729167;10;942;2019;5;10;E;614319;359;3;359;3;1;2019;5;10;830;2019;5;10;1117;30;100;2;179.5;2;2
840;8194;-41.805278;-73.729167;10;942;2019;5;8;E;615046;130;3;130;3;1;2019;5;8;730;2019;5;8;947;25;40;1;97.5;2;2
841;8194;-41.805278;-73.729167;10;942;2019;4;8;E;618561;200;1;48;3;2;2019;4;8;700;2019;4;8;902;28;30;1;96;1;2
842;8194;-41.805278;-73.729167;10;942;2019;7;7;E;615044;950;1;194;3;2;2019;7;7;800;2019;7;7;1111;30;100;1;194;1;2
843;8194;-41.805278;-73.729167;10;942;2019;5;27;E;611418;308;3;308;3;1;2019;5;27;1200;2019;5;27;1437;18;115;3;123.2;2;2
844;8194;-41.805278;-73.729167;10;942;2019;5;25;E;614072;200;1;42;3;2;2019;5;25;930;2019;5;25;1218;21;100;1;42;1;2
845;8194;-41.805278;-73.729167;10;942;2019;6;9;E;610929;400;1;82;3;2;2019;6;9;930;2019;6;9;1215;25;40;1;123;1;2
846;8194;-41.805278;-73.729167;10;942;2019;5;2;E;614300;135;3;135;3;1;2019;5;2;945;2019;5;2;1200;15;100;1;135;1;2
847;8194;-41.805278;-73.729167;10;942;2019;4;15;E;615005;145;3;145;3;1;2019;4;15;815;2019;4;15;1045;28;40;1;217.5;1;2
848;8194;-41.805278;-73.729167;10;942;2019;7;21;E;610929;140;1;29;3;2;2019;7;21;800;2019;7;21;1000;20;40;1;43.5;1;2
849;8194;-41.805278;-73.729167;10;942;2019;4;24;E;614369;195;3;195;3;1;2019;4;24;830;2019;4;24;1105;17;100;1;195;1;2
850;8194;-41.805278;-73.729167;10;942;2019;4;6;E;614300;150;1;36;3;2;2019;4;6;1230;2019;4;6;1449;15;50;1;43.2;1;2
851;8194;-41.805278;-73.729167;10;942;2019;4;16;E;614300;114;3;114;3;1;2019;4;16;900;2019;4;16;1122;32;45;1;152;1;2
852;8194;-41.805278;-73.729167;10;942;2019;3;27;E;614005;657;3;657;3;1;2019;3;27;1000;2019;3;27;1310;22;200;6;109.5;3;2
853;8194;-41.805278;-73.729167;10;942;2019;4;16;E;614288;284;3;284;3;1;2019;4;16;900;2019;4;16;1138;22;100;2;142;2;2
854;8194;-41.805278;-73.729167;10;942;2019;2;10;E;614312;800;1;194;3;2;2019;2;10;900;2019;2;10;1125;28;100;1;194;1;2
855;8194;-41.805278;-73.729167;10;942;2019;7;21;E;614288;400;1;82;3;2;2019;7;21;800;2019;7;21;1008;22;40;1;61.5;2;2
856;8194;-41.805278;-73.729167;10;942;2019;6;10;E;615044;600;1;122;3;2;2019;6;10;1030;2019;6;10;1341;40;40;1;183;1;2
857;8194;-41.805278;-73.729167;10;942;2019;3;26;E;615044;550;1;133;3;2;2019;3;26;1000;2019;3;26;1242;30;100;2;66.5;2;2
858;8194;-41.805278;-73.729167;10;942;2019;4;22;E;614319;257;3;257;3;1;2019;4;22;1300;2019;4;22;1507;32;100;2;128.5;2;2
859;8194;-41.805278;-73.729167;10;942;2019;4;22;E;614336;60;3;60;3;1;2019;4;22;800;2019;4;22;922;24;30;1;120;1;2
860;8194;-41.805278;-73.729167;10;942;2019;4;16;E;609475;1200;1;290;3;2;2019;4;16;900;2019;4;16;1143;30;100;2;145;2;2
861;8194;-41.805278;-73.729167;10;942;2019;7;6;E;615090;156;3;156;3;1;2019;7;6;730;2019;7;6;958;25;100;2;78;2;2
862;8194;-41.805278;-73.729167;10;942;2019;5;6;E;609507;95;3;95;3;1;2019;5;6;1200;2019;5;6;1406;17;45;1;126.7;1;2
863;8194;-41.805278;-73.729167;10;942;2019;3;30;E;609507;90;3;90;3;1;2019;3;30;915;2019;3;30;1115;18;45;1;120;1;2
864;8194;-41.805278;-73.729167;10;942;2019;3;23;E;614140;300;1;73;3;2;2019;3;23;815;2019;3;23;1030;28;30;1;146;1;2
865;8194;-41.805278;-73.729167;10;942;2019;3;18;E;614288;150;1;36;3;2;2019;3;18;1030;2019;3;18;1238;20;45;1;48;1;2
866;8194;-41.805278;-73.729167;10;942;2019;3;22;E;614288;147;3;147;3;1;2019;3;22;1330;2019;3;22;1525;20;45;2;98;2;2
867;8194;-41.805278;-73.729167;10;942;2019;3;22;E;609507;161;3;161;3;1;2019;3;22;1330;2019;3;22;1528;17;100;2;80.5;2;2
868;8194;-41.805278;-73.729167;10;942;2019;4;24;E;614300;226;3;226;3;1;2019;4;24;830;2019;4;24;1045;28;100;1;226;1;2
869;8194;-41.805278;-73.729167;10;942;2019;3;21;E;609507;112;3;112;3;1;2019;3;21;1230;2019;3;21;1438;17;45;2;74.7;2;2
870;8194;-41.805278;-73.729167;10;942;2019;5;15;E;609507;206;3;206;3;1;2019;5;15;830;2019;5;15;1110;20;100;2;103;2;2
871;8194;-41.805278;-73.729167;10;942;2019;6;10;E;617382;245;3;245;3;1;2019;6;10;1100;2019;6;10;1325;16;115;1;196;1;2
872;8194;-41.805278;-73.729167;10;942;2019;5;25;E;615046;189;3;189;3;1;2019;5;25;930;2019;5;25;1231;25;110;1;162;1;2
873;8194;-41.805278;-73.729167;10;942;2019;6;17;E;614328;85;3;85;3;1;2019;6;17;1130;2019;6;17;1335;18;40;1;127.5;1;2
874;8194;-41.805278;-73.729167;10;942;2019;3;26;E;614288;336;3;336;3;1;2019;3;26;930;2019;3;26;1207;25;100;2;168;2;2
875;8194;-41.805278;-73.729167;10;942;2019;5;14;E;615044;210;3;210;3;1;2019;5;14;745;2019;5;14;1014;20;50;1;252;1;2
876;8194;-41.805278;-73.729167;10;942;2019;6;20;E;609462;148;3;148;3;1;2019;6;20;1330;2019;6;20;1534;20;35;1;126.9;2;2
877;8194;-41.805278;-73.729167;10;942;2019;4;1;E;618561;300;1;73;3;2;2019;4;1;1100;2019;4;1;1319;29;30;1;146;1;2
878;8194;-41.805278;-73.729167;10;942;2019;3;25;E;614372;287;3;287;3;1;2019;3;25;915;2019;3;25;1121;25;40;1;215.3;2;2
879;8194;-41.805278;-73.729167;10;942;2019;4;15;E;615005;500;1;106;3;2;2019;4;15;815;2019;4;15;1045;28;40;1;159;1;2
880;8194;-41.805278;-73.729167;10;942;2019;6;19;E;617614;130;3;130;3;1;2019;6;19;1230;2019;6;19;1448;35;40;1;195;1;2
881;8194;-41.805278;-73.729167;10;942;2019;5;27;E;617382;190;3;190;3;1;2019;5;27;1230;2019;5;27;1454;16;115;1;152;1;2
882;8194;-41.805278;-73.729167;10;942;2019;2;6;E;609542;320;1;77;3;2;2019;2;6;700;2019;2;6;916;35;30;1;154;1;2
883;8194;-41.805278;-73.729167;10;942;2019;5;15;E;614319;900;1;218;3;2;2019;5;15;815;2019;5;15;1035;20;100;2;109;2;2
884;8194;-41.805278;-73.729167;10;942;2019;6;17;E;618561;65;3;65;3;1;2019;6;17;1130;2019;6;17;1324;28;30;1;130;1;2
885;8194;-41.805278;-73.729167;10;942;2019;5;25;E;614319;450;1;95;3;2;2019;5;25;930;2019;5;25;1217;24;50;2;57;2;2
886;8194;-41.805278;-73.729167;10;942;2019;4;6;E;615044;121;3;121;3;1;2019;4;6;1230;2019;4;6;1458;15;40;1;181.5;1;2
887;8194;-41.805278;-73.729167;10;942;2019;4;16;E;614319;700;1;169;3;2;2019;4;16;900;2019;4;16;1128;27;40;1;126.8;2;2
888;8194;-41.805278;-73.729167;10;942;2019;3;19;E;615080;197;3;197;3;1;2019;3;19;1045;2019;3;19;1320;15;50;1;236.4;1;2
889;8194;-41.805278;-73.729167;10;942;2019;4;8;E;610928;56;3;56;3;1;2019;4;8;730;2019;4;8;849;27;30;1;112;1;2
890;8194;-41.805278;-73.729167;10;942;2019;6;25;E;608838;400;1;82;3;2;2019;6;25;1100;2019;6;25;1315;38;35;1;140.6;1;2
891;8194;-41.805278;-73.729167;10;942;2019;2;5;E;618561;400;1;97;3;2;2019;2;5;1245;2019;2;5;1455;25;40;1;145.5;1;2
892;8194;-41.805278;-73.729167;10;942;2019;5;3;E;614140;200;1;48;3;2;2019;5;3;1030;2019;5;3;1258;25;40;1;72;1;2
893;8194;-41.805278;-73.729167;10;942;2019;5;24;E;614332;130;3;130;3;1;2019;5;24;830;2019;5;24;1040;25;45;1;173.3;1;2
894;8194;-41.805278;-73.729167;10;942;2019;5;8;E;618561;142;3;142;3;1;2019;5;8;745;2019;5;8;951;28;45;1;189.3;1;2
895;8194;-41.805278;-73.729167;10;942;2019;6;12;E;609554;190;3;190;3;1;2019;6;12;1315;2019;6;12;1554;15;130;2;126.7;1;2
896;8194;-41.805278;-73.729167;10;942;2019;6;12;E;615090;118;3;118;3;1;2019;6;12;715;2019;6;12;924;15;40;1;88.5;2;2
897;8194;-41.805278;-73.729167;10;942;2019;2;20;E;615841;500;1;121;3;2;2019;2;20;1230;2019;2;20;1455;30;40;1;181.5;1;2
898;8194;-41.805278;-73.729167;10;942;2019;4;25;E;614336;153;3;153;3;1;2019;4;25;920;2019;4;25;1206;17;100;1;153;1;2
899;8194;-41.805278;-73.729167;10;942;2019;3;27;E;614140;106;3;106;3;1;2019;3;27;1140;2019;3;27;1346;30;45;1;141.3;1;2
900;8194;-41.805278;-73.729167;10;942;2019;4;5;E;609386;235;3;235;3;1;2019;4;5;1300;2019;4;5;1448;28;55;2;128.2;2;2
901;8194;-41.805278;-73.729167;10;942;2019;7;2;E;614364;300;1;61;3;2;2019;7;2;1100;2019;7;2;1245;25;45;1;81.3;1;2
902;8194;-41.805278;-73.729167;10;942;2019;3;30;E;608841;183;3;183;3;1;2019;3;30;915;2019;3;30;1118;21;40;1;137.3;2;2
903;8194;-41.805278;-73.729167;10;942;2019;3;26;E;614336;196;3;196;3;1;2019;3;26;1000;2019;3;26;1213;15;100;1;196;1;2
904;8194;-41.805278;-73.729167;10;942;2019;6;9;E;614319;800;1;163;3;2;2019;6;9;1000;2019;6;9;1247;35;100;2;81.5;2;2
905;8194;-41.805278;-73.729167;10;942;2019;5;4;E;615044;500;1;121;3;2;2019;5;4;1040;2019;5;4;1257;35;40;1;181.5;1;2
906;8194;-41.805278;-73.729167;10;942;2019;5;27;E;618901;253;3;253;3;1;2019;5;27;1245;2019;5;27;1540;20;100;2;126.5;2;2
907;8194;-41.805278;-73.729167;10;942;2019;5;14;E;609462;159;3;159;3;1;2019;5;14;730;2019;5;14;1013;17;130;3;53;2;2
908;8194;-41.805278;-73.729167;10;942;2019;4;15;E;616601;200;1;42;3;2;2019;4;15;800;2019;4;15;1031;20;100;1;42;1;2
909;8194;-41.805278;-73.729167;10;942;2019;2;11;E;611418;300;1;73;3;2;2019;2;11;1045;2019;2;11;1207;30;40;1;54.8;2;2
910;8194;-41.805278;-73.729167;10;942;2019;3;30;E;615090;257;3;257;3;1;2019;3;30;900;2019;3;30;1131;15;100;2;128.5;2;2
911;8194;-41.805278;-73.729167;10;942;2019;3;30;E;609554;207;3;207;3;1;2019;3;30;900;2019;3;30;1143;18;130;2;138;1;2
912;8194;-41.805278;-73.729167;10;942;2019;4;26;E;614336;132;3;132;3;1;2019;4;26;1045;2019;4;26;1322;15;100;1;132;1;2
913;8194;-41.805278;-73.729167;10;942;2019;4;25;E;614328;290;3;290;3;1;2019;4;25;930;2019;4;25;1230;16;100;1;290;1;2
914;8194;-41.805278;-73.729167;10;942;2019;3;22;E;614372;221;3;221;3;1;2019;3;22;1315;2019;3;22;1525;25;35;1;189.4;2;2
915;8194;-41.805278;-73.729167;10;942;2019;6;11;E;614072;149;3;149;3;1;2019;6;11;1230;2019;6;11;1451;24;100;1;149;1;2
916;8194;-41.805278;-73.729167;10;942;2019;5;9;E;609462;282;3;282;3;1;2019;5;9;800;2019;5;9;1005;15;100;2;141;2;2
917;8194;-41.805278;-73.729167;10;942;2019;1;24;E;609542;270;1;65;3;2;2019;1;24;830;2019;1;24;1036;35;30;1;130;1;2
918;8194;-41.805278;-73.729167;10;942;2019;6;25;E;615046;168;3;168;3;1;2019;6;25;1100;2019;6;25;1318;30;50;1;201.6;1;2
919;8194;-41.805278;-73.729167;10;942;2019;6;12;E;609542;500;1;102;3;2;2019;6;12;1300;2019;6;12;1610;30;100;1;102;1;2
920;8194;-41.805278;-73.729167;10;942;2019;5;3;E;617622;137;3;137;3;1;2019;5;3;1030;2019;5;3;1304;18;100;1;137;1;2
921;8194;-41.805278;-73.729167;10;942;2019;2;21;E;610928;650;1;157;3;2;2019;2;21;700;2019;2;21;925;33;40;1;235.5;1;2
922;8194;-41.805278;-73.729167;10;942;2019;6;25;E;614364;68;3;68;3;1;2019;6;25;1100;2019;6;25;1305;25;40;1;102;1;2
923;8194;-41.805278;-73.729167;10;942;2019;4;15;E;615841;165;3;165;3;1;2019;4;15;815;2019;4;15;1100;15;100;1;165;1;2
924;8194;-41.805278;-73.729167;10;942;2019;7;25;E;615046;184;3;184;3;1;2019;7;25;1000;2019;7;25;1240;29;100;2;92;2;2
925;8194;-41.805278;-73.729167;10;942;2019;5;25;E;609475;242;3;242;3;1;2019;5;25;930;2019;5;25;1224;32;100;2;121;2;2
926;8194;-41.805278;-73.729167;10;942;2019;4;8;E;615832;66;3;66;3;1;2019;4;8;730;2019;4;8;912;20;30;1;132;1;2
927;8194;-41.805278;-73.729167;10;942;2019;5;26;E;610929;111;3;111;3;1;2019;5;26;1100;2019;5;26;1325;15;100;1;111;1;2
928;8194;-41.805278;-73.729167;10;942;2019;6;15;E;615080;90;3;90;3;1;2019;6;15;1000;2019;6;15;1203;20;30;1;180;1;2
929;8194;-41.805278;-73.729167;10;942;2019;6;17;E;615046;130;3;130;3;1;2019;6;17;1100;2019;6;17;1318;20;40;1;195;1;2
930;8194;-41.805278;-73.729167;10;942;2019;2;22;E;609507;65;3;65;3;1;2019;2;22;815;2019;2;22;1022;15;45;1;86.7;1;2
931;8194;-41.805278;-73.729167;10;942;2019;6;9;E;614461;150;1;31;3;2;2019;6;9;1000;2019;6;9;1220;15;100;1;31;1;2
932;8194;-41.805278;-73.729167;10;942;2019;6;29;E;617403;243;3;243;3;1;2019;6;29;830;2019;6;29;1101;20;50;2;145.8;2;2
933;8194;-41.805278;-73.729167;10;942;2019;6;30;E;617614;25;3;25;3;1;2019;6;30;930;2019;6;30;1203;33;40;1;37.5;1;2
934;8194;-41.805278;-73.729167;10;942;2019;5;10;E;615832;131;3;131;3;1;2019;5;10;900;2019;5;10;1127;16;100;1;131;1;2
935;8194;-41.805278;-73.729167;10;942;2019;5;2;E;609507;175;3;175;3;1;2019;5;2;1000;2019;5;2;1205;20;100;2;87.5;2;2
936;8194;-41.805278;-73.729167;10;942;2019;6;29;E;618561;210;3;210;3;1;2019;6;29;815;2019;6;29;1048;23;50;1;252;1;2
937;8194;-41.805278;-73.729167;10;942;2019;5;3;E;615080;170;3;170;3;1;2019;5;3;1030;2019;5;3;1253;18;100;1;170;1;2
938;8194;-41.805278;-73.729167;10;942;2019;3;20;E;614319;260;1;63;3;2;2019;3;20;1200;2019;3;20;1412;30;30;1;63;2;2
939;8194;-41.805278;-73.729167;10;942;2019;5;30;E;614450;134;3;134;3;1;2019;5;30;900;2019;5;30;1105;18;100;1;134;1;2
940;8194;-41.805278;-73.729167;10;942;2019;6;14;E;618561;85;3;85;3;1;2019;6;14;930;2019;6;14;1121;32;40;1;127.5;1;2
941;8194;-41.805278;-73.729167;10;942;2019;3;22;E;614005;221;3;221;3;1;2019;3;22;1315;2019;3;22;1529;19;40;1;165.8;2;2
